City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Roswell,US,2021-12-21 05:31:30,34.0232,-84.3616,41.95,67,75,1.99
278,Pimentel,PE,2021-12-21 05:31:31,-6.8367,-79.9342,66.27,86,99,10.29
279,Varberg,SE,2021-12-21 05:31:31,57.1056,12.2508,26.06,71,78,4.41
280,Pisco,PE,2021-12-21 05:31:32,-13.7,-76.2167,66.25,82,0,2.3
281,Silver City,US,2021-12-21 05:31:32,32.7701,-108.2803,41.31,33,1,4.0
282,Gidole,ET,2021-12-21 05:31:33,5.65,37.3667,65.77,54,96,5.88
283,Lethem,GY,2021-12-21 05:31:33,3.3803,-59.7968,77.22,75,98,8.52
284,Bandarbeyla,SO,2021-12-21 05:31:34,9.4942,50.8122,80.19,56,81,16.84
285,Challans,FR,2021-12-21 05:31:34,46.8436,-1.8749,34.0,90,10,11.43
286,Elliot,ZA,2021-12-21 05:31:34,-31.3333,27.85,67.91,54,87,1.97
287,Znamenskoye,RU,2021-12-21 05:31:35,57.1281,73.8282,15.35,92,100,7.23
288,Shirgaon,IN,2021-12-21 05:31:35,19.7,72.7,82.42,41,1,4.21
289,Luis Correia,BR,2021-12-21 05:31:36,-2.8792,-41.6669,78.94,80,93,12.01
290,Kavieng,PG,2021-12-21 05:31:36,-2.5744,150.7967,83.98,74,100,14.45
